ProductID,Demand,Margin,COGS,Capacity,OptimalSurplus
P251,59990.0,61.12452172220381,38.0,0.15,2.075379003210592
P252,8497.0,60.33790640595038,41.7,1.0,0.5618075919634571
P253,38285.0,247.9050376612309,40.8,1.0,23262.659632443043
P254,14098.0,287.3581129733138,31.0,1.0,2637.9675694905127
P255,91490.0,153.1916179306114,48.1,1.0,0.7907895375413914
P256,29098.0,171.6415212282673,49.8,1.0,14451.00222795308
P257,49230.0,64.71531278620964,48.5,0.15,21.392668863091526
P258,62126.0,103.052535552791,29.9,0.15,9144.521740516617
P259,66229.0,213.0380294012039,51.4,1.0,20780.490570305
P260,26968.0,286.2990801962154,42.5,0.15,4044.191789556705
P261,16522.0,183.903813217857,43.3,0.0,0.0
P262,49877.0,226.0816778457383,40.0,0.0,0.0
P263,35433.0,122.756498986288,47.1,0.15,1057.3836224076904
P264,1742.0,185.2438764855722,38.6,0.0,0.0
P265,43839.0,101.6032427476439,28.9,0.0,0.0
P266,98926.0,288.1326216751128,40.1,0.15,14838.899999891126
P267,95813.0,56.9481405744853,52.8,0.0,0.0
P268,16844.0,63.2885353710101,49.1,0.15,8.042228103082689
P269,71531.0,86.15804445592138,50.3,1.0,20.598974761648133
P270,80164.0,225.3609777480481,52.5,0.15,12024.599999183774
P271,32347.0,255.6136093912198,49.2,1.0,22205.760201581594
P272,2973.0,138.9640957335805,26.7,0.15,388.6527981493313
P273,64669.0,111.300786109971,38.3,0.15,295.9452688893029
P274,54988.0,122.4487826700273,36.7,1.0,18.880968324636985
P275,79041.0,54.76177252583376,32.1,0.15,4255.519841171062
P276,29630.0,262.3812839114952,37.0,0.15,4444.478477700061
P277,96529.0,140.271259533417,49.2,0.15,320.7137466263688
P278,64549.0,123.1774026366196,37.6,1.0,54779.646383668434
P279,13544.0,140.0231448586235,41.8,1.0,0.0934119463542301
P280,20621.0,238.6776890899467,43.0,0.15,3093.149998569268
P281,28542.0,175.6131762728939,41.0,0.15,4155.903634095363
P282,20244.0,106.0658150439392,41.9,1.0,4.102826835142292
P283,78481.0,104.9691568580944,50.5,1.0,1304.0799535086062
P284,35611.0,170.5954955886164,29.9,0.15,5341.649999260597
P285,40652.0,247.6984575714907,49.4,0.15,6097.311926747191
P286,56032.0,239.0773197341152,48.0,0.0,0.0
P287,41142.0,282.592552828304,46.6,0.15,6171.299852804024
P288,3950.0,61.45032540205051,37.8,0.15,339.2600202668623
P289,77905.0,46.89670137907406,39.5,1.0,0.0022784837441240974
P290,92659.0,106.2137719215652,46.3,1.0,14626.90415210358
P291,41653.0,288.3850987059304,50.7,1.0,5506.431185816167
P292,86315.0,213.0415627354574,51.6,0.0,0.0
P293,37989.0,176.6637236878295,39.2,0.15,11.026641815401637
P294,37216.0,163.9468294645677,47.7,0.15,5582.363791274562
P295,56808.0,41.67278427646375,46.1,0.0,0.0
P296,64560.0,162.60050362021,44.8,0.15,9683.999999545114
P297,28657.0,167.6678139272599,36.6,1.0,2085.8173694233687
P298,27351.0,94.67872615109988,56.0,0.15,1.1266604934282742
P299,62283.0,192.9207465421334,53.6,1.0,230.7128928622768
P300,56279.0,167.3438859887785,45.1,0.15,8441.849837987018
P301,87453.0,60.352096942477,49.5,0.15,11.682002385606998
P302,41241.0,190.0564642727327,44.4,1.0,33117.948797144425
P303,70132.0,232.0254816271147,37.6,0.0,0.0
P304,36192.0,158.5972313477469,25.2,0.15,2589.1572175593515
P305,92961.0,192.3140847939613,35.1,1.0,92960.96252563073
P306,4149.0,272.2892780903137,49.7,0.15,622.3499659771564
P307,23508.0,150.3423512181749,41.5,1.0,21993.326980282443
P308,69237.0,187.55786840901,36.1,1.0,32.45422405279126
P309,12707.0,133.4646990162917,38.3,1.0,3318.975176850972
P310,81633.0,101.1607927074649,46.7,1.0,15988.78743404449
P311,76510.0,287.843849480392,40.3,0.15,11476.499998779644
P312,50963.0,85.27438183700943,37.3,0.15,7644.432412414394
P313,6495.0,140.2642933734214,31.2,1.0,386.2308542321987
P314,12729.0,261.2472339323497,36.1,1.0,11448.010555561546
P315,72616.0,58.52170548064379,42.4,1.0,9.15517892156873
P316,86956.0,168.5423538748691,48.3,0.15,13043.399999270636
P317,96818.0,245.2415233484069,51.6,0.15,14522.699999379049
P318,78782.0,90.3666252328994,36.3,1.0,17531.76034311158
P319,71802.0,70.8195127885223,49.6,1.0,0.24721225008466177
P320,42247.0,122.8531410571425,30.7,0.15,6337.026713497469
P321,46294.0,232.3709203540576,38.8,1.0,24054.71360189909
P322,6849.0,197.401810527949,49.7,0.0,0.0
P323,84850.0,92.1955716123295,44.4,0.15,5291.719365724259
P324,95307.0,160.2561671805082,26.9,1.0,34698.9276520628
P325,55530.0,153.843837611828,40.4,0.0,0.0
P326,21148.0,248.1009150139407,47.2,1.0,14708.085417990493
P327,45870.0,237.0847708285991,41.2,1.0,31939.490767715906
P328,45805.0,135.6797965952737,33.3,0.0,0.0
P329,51485.0,207.7070678970066,33.8,0.15,7722.749999818105
P330,91420.0,236.581922971874,51.9,1.0,18961.33157184731
P331,89792.0,49.96566991230745,48.9,0.15,7.345883877533733e-05
P332,19210.0,80.852835950651,36.0,1.0,1206.4331542423533
P333,50269.0,92.07521661433924,49.6,1.0,0.005227494856067199
P334,7020.0,144.5985189267953,41.2,1.0,1107.3171106732166
P335,51857.0,154.5410378453627,31.3,1.0,23055.910262041958
P336,31109.0,157.2669730421595,43.9,0.15,4666.349954699421
P337,41073.0,58.18283954549396,39.1,0.0,0.0
P338,9302.0,266.7971163825389,45.6,0.15,1395.29999987516
P339,86318.0,147.5458894743956,38.5,0.0,0.0
P340,5260.0,240.811485902561,36.7,0.0,0.0
P341,86461.0,143.3781381954899,44.0,0.15,78.31081995715206
P342,4020.0,53.22275535294649,40.4,0.15,0.00914832335656128
P343,23803.0,124.6545811326658,48.7,0.15,3510.905463709304
P344,35733.0,66.76804608038545,51.5,1.0,1.3812588758742702e-06
P345,20794.0,233.4061421678034,49.8,0.15,3119.0999996021123
P346,80919.0,145.1275867897278,25.3,0.15,6973.58782362788
P347,6063.0,280.7861189641777,47.1,0.15,9.358798472077691
P348,84111.0,158.4546271496926,49.8,0.15,31.7614364892271
P349,3709.0,149.4452854594139,51.0,1.0,3433.2326628422784
P350,38685.0,76.65482838104032,46.2,1.0,10.508447705692214
P351,43598.0,89.80751117066976,32.7,0.15,4504.553797732723
P352,67434.0,171.0691486324816,38.8,1.0,872.9786961594107
P353,5086.0,253.0511035687977,37.6,0.0,0.0
P354,80604.0,282.4061692095418,49.7,0.15,12090.55569643447
P355,49911.0,240.7313658517066,56.0,0.0,0.0
P356,71255.0,112.8904120402247,51.5,1.0,5.70022089377924
P357,41530.0,202.2089098786891,45.9,1.0,11071.917613074673
P358,78589.0,141.9013671988619,24.9,0.15,11788.34999919267
P359,91979.0,44.4324966193831,41.0,1.0,1.4147072237826175
P360,43423.0,152.1990679855006,39.9,1.0,39710.191628635475
P361,76296.0,267.6145440845214,38.4,0.15,11444.399997966706
P362,76035.0,191.069221014859,48.8,1.0,71292.43564772858
P363,3088.0,88.14227952859301,50.6,1.0,0.0001880954571059725
P364,66432.0,148.8596514276058,50.7,1.0,0.0003781992834438782
P365,58187.0,222.8545116734668,49.4,0.15,8728.049922728378
P366,42013.0,259.7487037846149,32.3,0.15,6301.949999720156
P367,66664.0,276.3886904122021,48.3,1.0,66592.45340578692
P368,31039.0,41.68522560952535,47.8,1.0,0.0014728962555854012
P369,69190.0,59.97042813955236,36.1,1.0,0.00015091813540769143
P370,81535.0,62.55808533965798,40.2,1.0,27500.739712331335
P371,25174.0,44.08371198955735,40.2,1.0,19.291334599766337
P372,27854.0,185.4829757441156,37.1,0.15,4178.099999231329
P373,34312.0,46.15437109836718,37.0,0.15,1064.8137527598983
P374,47332.0,256.6925085465634,42.0,0.15,7099.795670271784
P375,84213.0,47.30098543587651,42.2,0.15,181.22493457812632
P376,5716.0,180.5026875575749,31.5,0.15,857.3999872046087
P377,4414.0,91.82230548901777,36.4,0.15,662.0852655518257
P378,9317.0,156.6338861402219,48.7,0.15,1376.2304443297187
P379,62547.0,136.8679839806483,38.6,0.15,71.37902831718887
P380,53024.0,201.9901778447823,43.6,1.0,52632.98537478277
P381,46431.0,51.11618849273874,51.0,0.15,5.086614415070678
P382,76430.0,231.033387225855,34.0,1.0,76429.99328746698
P383,94867.0,175.5880908601054,43.3,1.0,10.48086219724938
P384,81378.0,256.2105606886444,48.0,0.0,0.0
P385,85982.0,204.3814974116403,43.6,0.0,0.0
P386,76927.0,138.8848727171229,40.3,0.15,11539.049946887093
P387,40884.0,94.39548725841391,40.3,0.15,3083.5790413782065
P388,58029.0,142.1825318921656,49.0,0.15,8704.335075610783
P389,9775.0,256.6467600894244,30.5,1.0,6012.744548527166
P390,18294.0,152.1397752989501,34.8,1.0,17661.288535126616
P391,32361.0,156.2150495849712,41.3,1.0,14043.920825516203
P392,39679.0,154.4581309042573,26.6,1.0,39315.58147964038
P393,85999.0,267.7455575437464,23.6,0.15,12899.84999954825
P394,45974.0,77.38099668588382,33.2,0.15,856.5363267343001
P395,9873.0,55.6219460495924,48.9,1.0,1099.7569648538395
P396,87615.0,52.78721790505399,35.5,0.0,0.0
P397,50864.0,108.8396874859961,50.8,0.15,6051.300770173753
P398,51760.0,186.2214342591402,49.9,0.15,7595.374410600922
P399,73708.0,117.161157661853,42.9,1.0,5342.439292018044
P400,85792.0,53.87394901141685,47.0,0.15,29.56330957048313
P401,55352.0,79.76325154638023,48.3,0.15,10.722818914664265
P402,69192.0,240.7708526038245,32.7,0.15,10317.124920551822
P403,26833.0,236.1210619351932,51.3,0.15,4024.949999284329
P404,16725.0,202.3100717774699,36.4,1.0,15742.940784980632
P405,75841.0,242.6013660994719,38.3,0.0,0.0
P406,87705.0,117.3226484834098,38.1,1.0,558.7288925640071
P407,40979.0,227.4138371204939,35.7,1.0,40978.986319625066
P408,32504.0,53.5770602566613,29.3,1.0,9868.667237642996
P409,74466.0,279.348796048449,34.7,0.15,11169.899999001102
P410,98687.0,178.3140000012774,49.4,0.15,14803.049999613311
P411,98759.0,43.74597094002784,45.7,0.0,0.0
P412,47545.0,145.2390596667318,32.4,1.0,5311.346179054675
P413,2201.0,177.4077523218087,43.8,0.15,330.14972286361683
P414,13455.0,101.7122853143394,43.4,0.15,2016.9173057088817
P415,36317.0,170.4790918400057,47.5,0.15,5444.6175110124095
P416,13138.0,204.1253351566874,50.9,0.15,1269.0489562715672
P417,99788.0,270.1667707965788,41.9,0.15,14968.199998360313
P418,82304.0,139.0126414573757,40.6,0.15,12345.59999861013
P419,74207.0,183.2771438396001,50.1,1.0,15211.422485468558
P420,65889.0,90.49792918644562,37.0,0.15,144.3953409176588
P421,98868.0,115.5754819562887,41.6,1.0,28163.232131910223
P422,79825.0,159.185826494979,42.0,1.0,42013.10630878277
P423,91223.0,258.1607291994599,41.5,1.0,33860.72303152303
P424,95604.0,209.8958209417392,45.7,0.15,14340.593747895018
P425,38352.0,49.54006142118031,32.6,1.0,0.00599869482239811
P426,1495.0,237.0854322606415,29.5,1.0,1158.4243974926753
P427,36055.0,100.0496775938696,37.1,1.0,10830.966446071248
P428,12114.0,208.1023915110562,37.0,0.15,1816.0517972775094
P429,59922.0,158.7708971311435,50.6,1.0,16269.480052344017
P430,61722.0,273.1071943734065,43.5,0.15,5816.887624735445
P431,85670.0,56.67664244033974,47.9,1.0,6886.122705637779
P432,93681.0,121.1958026624389,45.2,1.0,14148.483302298015
P433,40021.0,198.5526945751656,54.2,1.0,15952.787056740426
P434,63454.0,56.37142502177008,49.9,0.15,4.591276316166947e-07
P435,1389.0,136.9791753585054,39.2,0.0,0.0
P436,27797.0,186.4945733428353,37.4,0.15,551.3674221287242
P437,57448.0,226.8285646107346,45.5,0.15,8617.199997625248
